,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,venue,win_loss,streak
1070,1071,20102011,R,2011-03-19,14,9,2,3,home win OT,Scotiabank Place,w,2
1092,1093,20102011,R,2011-03-22,9,12,3,4,home win REG,RBC Center,l,-1
1103,1104,20102011,R,2011-03-24,9,3,2,1,away win SO,Madison Square Garden,w,1
1108,1109,20102011,R,2011-03-25,15,9,0,2,home win REG,Scotiabank Place,w,2
1128,1129,20102011,R,2011-03-27,9,11,4,5,home win SO,Philips Arena,l,-1
1133,1134,20102011,R,2011-03-29,9,14,2,5,home win REG,St. Pete Times Forum,l,-2
1149,1150,20102011,R,2011-03-31,9,13,4,1,away win REG,BankAtlantic Center,w,1
1168,1169,20102011,R,2011-04-02,10,9,4,2,away win REG,Scotiabank Place,l,-1
1183,1184,20102011,R,2011-04-05,4,9,2,5,home win REG,Scotiabank Place,w,1
1198,1199,20102011,R,2011-04-07,8,9,2,3,home win OT,Scotiabank Place,w,2
1211,1212,20102011,R,2011-04-09,9,6,1,3,home win REG,TD Garden,l,-1
4,5,20102011,R,2010-10-08,28,29,3,2,away win REG,Ericsson Globe,l,-1
14,15,20102011,R,2010-10-09,29,28,3,2,away win OT,Ericsson Globe,w,1
48,49,20102011,R,2010-10-15,16,29,5,2,away win REG,Nationwide Arena,l,-1
65,66,20102011,R,2010-10-17,29,30,3,2,away win REG,Xcel Energy Center,w,1
76,77,20102011,R,2010-10-20,24,29,1,3,home win REG,Nationwide Arena,w,2
93,94,20102011,R,2010-10-22,20,29,6,2,away win REG,Nationwide Arena,l,-1
109,110,20102011,R,2010-10-24,29,16,3,2,away win REG,United Center,w,1
113,114,20102011,R,2010-10-25,4,29,1,2,home win REG,Nationwide Arena,w,2
128,129,20102011,R,2010-10-28,22,29,2,3,home win SO,Nationwide Arena,w,3
150,151,20102011,R,2010-10-31,29,21,1,5,home win REG,Pepsi Center,l,-1
160,161,20102011,R,2010-11-02,8,29,0,3,home win REG,Nationwide Arena,w,1
168,169,20102011,R,2010-11-04,29,11,3,0,away win REG,Philips Arena,w,2
191,192,20102011,R,2010-11-06,30,29,3,2,away win REG,Nationwide Arena,l,-1
213,214,20102011,R,2010-11-11,19,29,1,8,home win REG,Nationwide Arena,w,1
227,228,20102011,R,2010-11-13,21,29,5,1,away win REG,Nationwide Arena,l,-1
262,263,20102011,R,2010-11-18,29,26,5,3,away win REG,Staples Center,w,1
273,274,20102011,R,2010-11-20,29,24,4,3,away win REG,Honda Center,w,2
285,286,20102011,R,2010-11-21,29,28,3,0,away win REG,HP Pavilion at San Jose,w,3
298,299,20102011,R,2010-11-23,18,29,0,2,home win REG,Nationwide Arena,w,4
314,315,20102011,R,2010-11-25,29,2,4,3,away win OT,Nassau Coliseum,w,5
327,328,20102011,R,2010-11-27,17,29,2,1,away win REG,Nationwide Arena,l,-1
342,343,20102011,R,2010-11-28,29,17,2,4,home win REG,Joe Louis Arena,l,-2
363,364,20102011,R,2010-12-02,18,29,4,3,away win SO,Nationwide Arena,l,-3
375,376,20102011,R,2010-12-04,29,7,0,5,home win REG,HSBC Arena,l,-4
388,389,20102011,R,2010-12-05,5,29,7,2,away win REG,Nationwide Arena,l,-5
399,400,20102011,R,2010-12-07,25,29,2,3,home win SO,Nationwide Arena,w,1
417,418,20102011,R,2010-12-10,29,19,1,4,home win REG,Scottrade Center,l,-1
427,428,20102011,R,2010-12-12,3,29,1,3,home win REG,Nationwide Arena,w,1
441,442,20102011,R,2010-12-14,29,20,2,3,home win OT,Scotiabank Saddledome,l,-1
455,456,20102011,R,2010-12-16,29,23,2,3,home win OT,Rogers Arena,l,-2
463,464,20102011,R,2010-12-17,29,22,3,6,home win REG,Rexall Place,l,-3
475,476,20102011,R,2010-12-19,25,29,2,1,away win REG,Nationwide Arena,l,-4
497,498,20102011,R,2010-12-22,20,29,1,3,home win REG,Nationwide Arena,w,1
517,518,20102011,R,2010-12-24,23,29,7,3,away win REG,Nationwide Arena,l,-1
523,524,20102011,R,2010-12-27,29,16,1,4,home win REG,United Center,l,-2
534,535,20102011,R,2010-12-28,30,29,3,4,home win SO,Nationwide Arena,w,1
550,551,20102011,R,2010-12-31,29,10,3,2,away win REG,Air Canada Centre,w,2
561,562,20102011,R,2011-01-01,9,29,3,4,home win OT,Nationwide Arena,w,3
577,578,20102011,R,2011-01-02,29,18,1,4,home win REG,Bridgestone Arena,l,-1
586,587,20102011,R,2011-01-05,29,27,2,4,home win REG,Jobing.com Arena,l,-2
604,605,20102011,R,2011-01-08,29,24,0,6,home win REG,Honda Center,l,-3
624,625,20102011,R,2011-01-09,29,26,4,6,home win REG,Staples Center,l,-4
631,632,20102011,R,2011-01-12,27,29,4,3,away win REG,Nationwide Arena,l,-5
655,656,20102011,R,2011-01-15,17,29,2,3,home win SO,Nationwide Arena,w,1
670,671,20102011,R,2011-01-16,29,17,5,6,home win OT,Joe Louis Arena,l,-1
684,685,20102011,R,2011-01-19,29,14,2,3,home win SO,St. Pete Times Forum,l,-2
692,693,20102011,R,2011-01-20,29,13,3,2,away win OT,BankAtlantic Center,w,1
725,726,20102011,R,2011-01-23,29,19,5,2,away win REG,Scottrade Center,w,2
740,741,20102011,R,2011-01-26,24,29,3,2,away win REG,Nationwide Arena,l,-1
754,755,20102011,R,2011-02-02,16,29,7,4,away win REG,Nationwide Arena,l,-2
778,779,20102011,R,2011-02-05,29,17,3,0,away win REG,Joe Louis Arena,w,1
793,794,20102011,R,2011-02-06,22,29,3,4,home win REG,Nationwide Arena,w,2
801,802,20102011,R,2011-02-09,29,5,4,1,away win REG,CONSOL Energy Center,w,3
811,812,20102011,R,2011-02-10,28,29,3,2,away win REG,Nationwide Arena,l,-1
823,824,20102011,R,2011-02-12,21,29,1,3,home win REG,Nationwide Arena,w,1
840,841,20102011,R,2011-02-13,29,25,2,1,away win REG,American Airlines Center,w,2
856,857,20102011,R,2011-02-17,26,29,4,3,away win SO,Nationwide Arena,l,-1
872,873,20102011,R,2011-02-19,29,16,4,3,away win REG,United Center,w,1
895,896,20102011,R,2011-02-23,18,29,0,4,home win REG,Nationwide Arena,w,2
922,923,20102011,R,2011-02-26,27,29,3,5,home win REG,Nationwide Arena,w,3
932,933,20102011,R,2011-02-27,29,18,2,3,home win REG,Bridgestone Arena,l,-1
943,944,20102011,R,2011-03-02,29,23,1,2,home win SO,Rogers Arena,l,-2
959,960,20102011,R,2011-03-04,29,22,2,4,home win REG,Rexall Place,l,-3
968,969,20102011,R,2011-03-05,29,20,3,4,home win REG,Scotiabank Saddledome,l,-4
989,990,20102011,R,2011-03-08,29,19,4,5,home win SO,Scottrade Center,l,-5
1000,1001,20102011,R,2011-03-10,19,29,4,3,away win OT,Nationwide Arena,l,-6
1016,1017,20102011,R,2011-03-12,26,29,4,2,away win REG,Nationwide Arena,l,-7
1030,1031,20102011,R,2011-03-13,29,12,3,2,away win REG,RBC Center,w,1
1041,1042,20102011,R,2011-03-15,6,29,3,2,away win SO,Nationwide Arena,l,-1
1052,1053,20102011,R,2011-03-17,17,29,2,0,away win REG,Nationwide Arena,l,-2
1068,1069,20102011,R,2011-03-19,29,30,5,4,away win OT,Xcel Energy Center,w,1
1080,1081,20102011,R,2011-03-20,1,29,3,0,away win REG,Nationwide Arena,l,-1
1095,1096,20102011,R,2011-03-23,29,21,4,5,home win SO,Pepsi Center,l,-2
1113,1114,20102011,R,2011-03-25,29,27,0,3,home win REG,Jobing.com Arena,l,-3
1126,1127,20102011,R,2011-03-27,23,29,4,1,away win REG,Nationwide Arena,l,-4
1138,1139,20102011,R,2011-03-29,13,29,2,3,home win SO,Nationwide Arena,w,1
1153,1154,20102011,R,2011-03-31,29,15,3,4,home win OT,Verizon Center,l,-1
1160,1161,20102011,R,2011-04-01,16,29,4,3,away win SO,Nationwide Arena,l,-2
1173,1174,20102011,R,2011-04-03,19,29,6,1,away win REG,Nationwide Arena,l,-3
1194,1195,20102011,R,2011-04-06,29,25,0,3,home win REG,American Airlines Center,l,-4
1209,1210,20102011,R,2011-04-09,7,29,5,4,away win REG,Nationwide Arena,l,-5
1210,1211,20102011,R,2011-04-09,29,18,1,4,home win REG,Bridgestone Arena,l,-6
5,6,20102011,R,2010-10-08,15,11,2,4,home win REG,Philips Arena,w,1
13,14,20102011,R,2010-10-09,11,14,3,5,home win REG,St. Pete Times Forum,l,-1
35,36,20102011,R,2010-10-13,11,26,1,3,home win REG,Staples Center,l,-2
56,57,20102011,R,2010-10-16,11,24,5,4,away win SO,Honda Center,w,1
59,60,20102011,R,2010-10-17,11,28,4,2,away win REG,HP Pavilion at San Jose,w,2
78,79,20102011,R,2010-10-20,7,11,4,1,away win REG,Philips Arena,l,-1
92,93,20102011,R,2010-10-22,14,11,5,2,away win REG,Philips Arena,l,-2
96,97,20102011,R,2010-10-23,11,15,3,4,home win OT,Verizon Center,l,-3
119,120,20102011,R,2010-10-27,11,3,6,4,away win REG,Madison Square Garden,w,1
135,136,20102011,R,2010-10-29,7,11,3,4,home win OT,Philips Arena,w,2
148,149,20102011,R,2010-10-31,11,19,3,4,home win SO,Scottrade Center,l,-1
164,165,20102011,R,2010-11-03,11,13,4,3,away win REG,BankAtlantic Center,w,1
168,169,20102011,R,2010-11-04,29,11,3,0,away win REG,Philips Arena,l,-1
190,191,20102011,R,2010-11-06,16,11,5,4,away win SO,Philips Arena,l,-2
203,204,20102011,R,2010-11-10,11,9,2,5,home win REG,Scotiabank Place,l,-3
224,225,20102011,R,2010-11-12,30,11,1,5,home win REG,Philips Arena,w,1
233,234,20102011,R,2010-11-14,5,11,4,2,away win REG,Philips Arena,l,-1
237,238,20102011,R,2010-11-14,11,15,4,6,home win REG,Verizon Center,l,-2
267,268,20102011,R,2010-11-18,13,11,2,1,away win REG,Philips Arena,l,-3
275,276,20102011,R,2010-11-20,15,11,0,5,home win REG,Philips Arena,w,1
290,291,20102011,R,2010-11-21,2,11,1,2,home win OT,Philips Arena,w,2
316,317,20102011,R,2010-11-25,17,11,1,5,home win REG,Philips Arena,w,3
330,331,20102011,R,2010-11-27,8,11,0,3,home win REG,Philips Arena,w,4
338,339,20102011,R,2010-11-28,6,11,1,4,home win REG,Philips Arena,w,5
355,356,20102011,R,2010-12-01,11,21,3,2,away win OT,Pepsi Center,w,6
371,372,20102011,R,2010-12-03,11,5,2,3,home win REG,CONSOL Energy Center,l,-1
384,385,20102011,R,2010-12-05,11,15,3,1,away win REG,Verizon Center,w,1
398,399,20102011,R,2010-12-07,18,11,2,3,home win OT,Philips Arena,w,2
422,423,20102011,R,2010-12-11,21,11,4,2,away win REG,Philips Arena,l,-1
433,434,20102011,R,2010-12-12,11,2,5,4,away win REG,Nassau Coliseum,w,1
442,443,20102011,R,2010-12-14,11,9,4,3,away win OT,Scotiabank Place,w,2
451,452,20102011,R,2010-12-16,11,14,1,2,home win SO,St. Pete Times Forum,l,-1
459,460,20102011,R,2010-12-17,12,11,3,2,away win SO,Philips Arena,l,-2
478,479,20102011,R,2010-12-19,1,11,1,7,home win REG,Philips Arena,w,1
491,492,20102011,R,2010-12-21,11,10,6,3,away win REG,Air Canada Centre,w,2
494,495,20102011,R,2010-12-22,19,11,4,2,away win REG,Philips Arena,l,-1
510,511,20102011,R,2010-12-24,11,6,1,4,home win REG,TD Garden,l,-2
521,522,20102011,R,2010-12-27,14,11,3,2,away win OT,Philips Arena,l,-3
540,541,20102011,R,2010-12-29,11,5,3,6,home win REG,CONSOL Energy Center,l,-4
554,555,20102011,R,2010-12-31,11,1,1,3,home win REG,Prudential Center,l,-5
556,557,20102011,R,2010-12-31,6,11,2,3,home win SO,Philips Arena,w,1
573,574,20102011,R,2011-01-02,11,8,4,3,away win OT,Centre Bell,w,2
594,595,20102011,R,2011-01-06,11,13,3,2,away win REG,BankAtlantic Center,w,3
605,606,20102011,R,2011-01-08,10,11,9,3,away win REG,Philips Arena,l,-1
615,616,20102011,R,2011-01-09,11,12,3,4,home win OT,RBC Center,l,-2
658,659,20102011,R,2011-01-15,4,11,5,2,away win REG,Philips Arena,l,-3
668,669,20102011,R,2011-01-16,11,25,1,6,home win REG,American Airlines Center,l,-4
679,680,20102011,R,2011-01-18,11,13,3,2,away win SO,BankAtlantic Center,w,1
696,697,20102011,R,2011-01-21,14,11,3,2,away win SO,Philips Arena,l,-1
721,722,20102011,R,2011-01-23,3,11,3,2,away win SO,Philips Arena,l,-2
724,725,20102011,R,2011-01-23,11,14,1,7,home win REG,St. Pete Times Forum,l,-3
748,749,20102011,R,2011-01-27,15,11,0,1,home win REG,Philips Arena,w,1
755,756,20102011,R,2011-02-02,2,11,4,1,away win REG,Philips Arena,l,-1
769,770,20102011,R,2011-02-04,20,11,4,2,away win REG,Philips Arena,l,-2
792,793,20102011,R,2011-02-06,11,12,3,4,home win OT,RBC Center,l,-3
799,800,20102011,R,2011-02-08,11,10,4,5,home win REG,Air Canada Centre,l,-4
826,827,20102011,R,2011-02-12,3,11,2,3,home win REG,Philips Arena,w,1
833,834,20102011,R,2011-02-13,12,11,3,2,away win REG,Philips Arena,l,-1
864,865,20102011,R,2011-02-18,11,27,3,4,home win REG,Jobing.com Arena,l,-2
875,876,20102011,R,2011-02-19,11,22,3,5,home win REG,Rexall Place,l,-3
905,906,20102011,R,2011-02-24,11,7,1,4,home win REG,HSBC Arena,l,-4
918,919,20102011,R,2011-02-26,13,11,2,1,away win SO,Philips Arena,l,-5
928,929,20102011,R,2011-02-27,10,11,2,3,home win OT,Philips Arena,w,1
950,951,20102011,R,2011-03-02,8,11,3,1,away win REG,Philips Arena,l,-1
961,962,20102011,R,2011-03-04,9,11,3,1,away win REG,Philips Arena,l,-2
981,982,20102011,R,2011-03-06,13,11,3,4,home win OT,Philips Arena,w,1
1002,1003,20102011,R,2011-03-10,11,12,3,2,away win OT,RBC Center,w,2
1019,1020,20102011,R,2011-03-12,1,11,3,2,away win OT,Philips Arena,l,-1
1027,1028,20102011,R,2011-03-13,11,4,5,4,away win OT,Wells Fargo Center,w,1
1043,1044,20102011,R,2011-03-15,11,1,2,4,home win REG,Prudential Center,l,-1
1054,1055,20102011,R,2011-03-17,4,11,3,4,home win SO,Philips Arena,w,1
1071,1072,20102011,R,2011-03-19,11,7,2,8,home win REG,HSBC Arena,l,-1
1101,1102,20102011,R,2011-03-24,11,2,2,1,away win REG,Nassau Coliseum,w,1
1110,1111,20102011,R,2011-03-25,23,11,3,1,away win REG,Philips Arena,l,-1
1128,1129,20102011,R,2011-03-27,9,11,4,5,home win SO,Philips Arena,w,1
1136,1137,20102011,R,2011-03-29,11,8,1,3,home win REG,Centre Bell,l,-1
1151,1152,20102011,R,2011-03-31,11,4,1,0,away win REG,Wells Fargo Center,w,1
1166,1167,20102011,R,2011-04-02,11,6,2,3,home win REG,TD Garden,l,-1
1190,1191,20102011,R,2011-04-06,11,18,3,6,home win REG,Bridgestone Arena,l,-2
1199,1200,20102011,R,2011-04-07,11,3,3,0,away win REG,Madison Square Garden,w,1
1206,1207,20102011,R,2011-04-08,12,11,6,1,away win REG,Philips Arena,l,-1
1227,1228,20102011,R,2011-04-10,5,11,5,2,away win REG,Philips Arena,l,-2
6,7,20102011,R,2010-10-08,24,17,0,4,home win REG,Joe Louis Arena,w,1
21,22,20102011,R,2010-10-10,17,16,3,2,away win REG,United Center,w,2
32,33,20102011,R,2010-10-12,21,17,5,4,away win SO,Joe Louis Arena,l,-1
46,47,20102011,R,2010-10-15,17,25,1,4,home win REG,American Airlines Center,l,-2
62,63,20102011,R,2010-10-17,17,27,2,1,away win OT,Jobing.com Arena,w,1
87,88,20102011,R,2010-10-21,20,17,2,4,home win REG,Joe Louis Arena,w,2
102,103,20102011,R,2010-10-23,24,17,4,5,home win REG,Joe Louis Arena,w,3
131,132,20102011,R,2010-10-28,27,17,4,2,away win REG,Joe Louis Arena,l,-1
144,145,20102011,R,2010-10-30,18,17,2,5,home win REG,Joe Louis Arena,w,1
171,172,20102011,R,2010-11-04,17,20,2,1,away win REG,Scotiabank Saddledome,w,2
189,190,20102011,R,2010-11-06,17,22,3,1,away win REG,Rexall Place,w,3
197,198,20102011,R,2010-11-07,17,23,4,6,home win REG,Rogers Arena,l,-1
202,203,20102011,R,2010-11-09,27,17,2,3,home win OT,Joe Louis Arena,w,1
219,220,20102011,R,2010-11-12,22,17,2,6,home win REG,Joe Louis Arena,w,2
242,243,20102011,R,2010-11-14,21,17,1,3,home win REG,Joe Louis Arena,w,3
257,258,20102011,R,2010-11-18,19,17,3,7,home win REG,Joe Louis Arena,w,4
278,279,20102011,R,2010-11-20,30,17,4,3,away win OT,Joe Louis Arena,l,-1
294,295,20102011,R,2010-11-21,20,17,4,5,home win OT,Joe Louis Arena,w,1
316,317,20102011,R,2010-11-25,17,11,1,5,home win REG,Philips Arena,l,-1
327,328,20102011,R,2010-11-27,17,29,2,1,away win REG,Nationwide Arena,w,1
342,343,20102011,R,2010-11-28,29,17,2,4,home win REG,Joe Louis Arena,w,2
353,354,20102011,R,2010-12-01,17,28,5,3,away win REG,HP Pavilion at San Jose,w,3
374,375,20102011,R,2010-12-04,17,24,4,0,away win REG,Honda Center,w,4
389,390,20102011,R,2010-12-05,17,26,2,3,home win OT,Staples Center,l,-1
396,397,20102011,R,2010-12-07,28,17,5,2,away win REG,Joe Louis Arena,l,-2
406,407,20102011,R,2010-12-09,18,17,3,2,away win REG,Joe Louis Arena,l,-3
419,420,20102011,R,2010-12-11,8,17,2,4,home win REG,Joe Louis Arena,w,1
429,430,20102011,R,2010-12-12,17,1,4,1,away win REG,Prudential Center,w,2
445,446,20102011,R,2010-12-14,26,17,5,0,away win REG,Joe Louis Arena,l,-1
452,453,20102011,R,2010-12-16,19,17,2,5,home win REG,Joe Louis Arena,w,1
472,473,20102011,R,2010-12-18,17,16,1,4,home win REG,United Center,l,-1
481,482,20102011,R,2010-12-19,25,17,4,3,away win OT,Joe Louis Arena,l,-2
504,505,20102011,R,2010-12-23,23,17,4,5,home win OT,Joe Louis Arena,w,1
505,506,20102011,R,2010-12-24,17,19,3,4,home win REG,Scottrade Center,l,-1
519,520,20102011,R,2010-12-27,17,30,4,1,away win REG,Xcel Energy Center,w,1
530,531,20102011,R,2010-12-28,17,21,4,3,away win OT,Pepsi Center,w,2
549,550,20102011,R,2010-12-30,17,25,7,3,away win REG,American Airlines Center,w,3
560,561,20102011,R,2011-01-01,2,17,4,3,away win OT,Joe Louis Arena,l,-1
567,568,20102011,R,2011-01-02,4,17,3,2,away win REG,Joe Louis Arena,l,-2
585,586,20102011,R,2011-01-05,17,22,5,3,away win REG,Rexall Place,w,1
606,607,20102011,R,2011-01-08,17,20,5,4,away win SO,Scotiabank Saddledome,w,2
617,618,20102011,R,2011-01-09,17,23,2,1,away win SO,Rogers Arena,w,3
627,628,20102011,R,2011-01-11,17,21,4,5,home win REG,Pepsi Center,l,-1
655,656,20102011,R,2011-01-15,17,29,2,3,home win SO,Nationwide Arena,l,-2
670,671,20102011,R,2011-01-16,29,17,5,6,home win OT,Joe Louis Arena,w,1
689,690,20102011,R,2011-01-19,17,5,1,4,home win REG,CONSOL Energy Center,l,-1
700,701,20102011,R,2011-01-21,17,19,4,3,away win OT,Scottrade Center,w,1
707,708,20102011,R,2011-01-22,16,17,4,1,away win REG,Joe Louis Arena,l,-1
745,746,20102011,R,2011-01-27,1,17,1,3,home win REG,Joe Louis Arena,w,1
765,766,20102011,R,2011-02-03,17,9,7,5,away win REG,Scotiabank Place,w,2
778,779,20102011,R,2011-02-05,29,17,3,0,away win REG,Joe Louis Arena,l,-1
790,791,20102011,R,2011-02-06,17,18,0,3,home win REG,Bridgestone Arena,l,-2
798,799,20102011,R,2011-02-08,3,17,2,3,home win REG,Joe Louis Arena,w,1
812,813,20102011,R,2011-02-10,18,17,4,1,away win REG,Joe Louis Arena,l,-1
827,828,20102011,R,2011-02-12,17,6,6,1,away win REG,TD Garden,w,1
836,837,20102011,R,2011-02-13,6,17,2,4,home win REG,Joe Louis Arena,w,2
865,866,20102011,R,2011-02-18,17,14,6,2,away win REG,St. Pete Times Forum,w,3
874,875,20102011,R,2011-02-19,17,13,4,3,away win REG,BankAtlantic Center,w,4
878,879,20102011,R,2011-02-20,17,30,2,1,away win SO,Xcel Energy Center,w,5
893,894,20102011,R,2011-02-23,28,17,4,3,away win REG,Joe Louis Arena,l,-1
912,913,20102011,R,2011-02-25,25,17,4,1,away win REG,Joe Louis Arena,l,-2
929,930,20102011,R,2011-02-27,17,7,3,2,away win SO,HSBC Arena,w,1
940,941,20102011,R,2011-03-01,17,26,7,4,away win REG,Staples Center,w,2
953,954,20102011,R,2011-03-03,17,24,1,2,home win OT,Honda Center,l,-1
966,967,20102011,R,2011-03-04,17,28,1,3,home win REG,HP Pavilion at San Jose,l,-2
980,981,20102011,R,2011-03-06,17,27,4,5,home win SO,Jobing.com Arena,l,-3
1001,1002,20102011,R,2011-03-10,26,17,2,1,away win REG,Joe Louis Arena,l,-4
1014,1015,20102011,R,2011-03-12,22,17,1,2,home win OT,Joe Louis Arena,w,1
1034,1035,20102011,R,2011-03-13,17,19,5,3,away win REG,Scottrade Center,w,2
1051,1052,20102011,R,2011-03-16,15,17,2,3,home win REG,Joe Louis Arena,w,3
1052,1053,20102011,R,2011-03-17,17,29,2,0,away win REG,Nationwide Arena,w,4
1074,1075,20102011,R,2011-03-20,17,18,1,3,home win REG,Bridgestone Arena,l,-1
1085,1086,20102011,R,2011-03-21,5,17,5,4,away win SO,Joe Louis Arena,l,-2
1094,1095,20102011,R,2011-03-23,23,17,2,1,away win REG,Joe Louis Arena,l,-3
1116,1117,20102011,R,2011-03-26,10,17,2,4,home win REG,Joe Louis Arena,w,1
1131,1132,20102011,R,2011-03-28,16,17,3,2,away win OT,Joe Louis Arena,l,-1
1146,1147,20102011,R,2011-03-30,19,17,10,3,away win REG,Joe Louis Arena,l,-2
1164,1165,20102011,R,2011-04-02,17,18,4,3,away win OT,Bridgestone Arena,w,1
1176,1177,20102011,R,2011-04-03,30,17,2,4,home win REG,Joe Louis Arena,w,2
1189,1190,20102011,R,2011-04-06,17,12,0,3,home win REG,RBC Center,l,-1
1202,1203,20102011,R,2011-04-08,16,17,4,2,away win REG,Joe Louis Arena,l,-2
1225,1226,20102011,R,2011-04-10,17,16,4,3,away win REG,United Center,w,1
7,8,20102011,R,2010-10-08,25,1,4,3,away win OT,Prudential Center,l,-1
18,19,20102011,R,2010-10-09,1,15,2,7,home win REG,Verizon Center,l,-2
30,31,20102011,R,2010-10-11,5,1,3,1,away win REG,Prudential Center,l,-3
37,38,20102011,R,2010-10-13,1,7,1,0,away win OT,HSBC Arena,w,1
47,48,20102011,R,2010-10-15,21,1,3,2,away win REG,Prudential Center,l,-1
52,53,20102011,R,2010-10-16,6,1,4,1,away win REG,Prudential Center,l,-2
82,83,20102011,R,2010-10-21,1,8,3,0,away win REG,Centre Bell,w,1
95,96,20102011,R,2010-10-23,7,1,6,1,away win REG,Prudential Center,l,-1
108,109,20102011,R,2010-10-24,1,3,1,3,home win REG,Madison Square Garden,l,-2
130,131,20102011,R,2010-10-28,1,28,2,5,home win REG,HP Pavilion at San Jose,l,-3
146,147,20102011,R,2010-10-30,1,24,2,1,away win REG,Honda Center,w,1
154,155,20102011,R,2010-10-31,1,26,1,3,home win REG,Staples Center,l,-1
159,160,20102011,R,2010-11-02,1,23,0,3,home win REG,Rogers Arena,l,-2
169,170,20102011,R,2010-11-04,1,16,5,3,away win REG,United Center,w,1
178,179,20102011,R,2010-11-05,3,1,3,0,away win REG,Prudential Center,l,-1
211,212,20102011,R,2010-11-11,7,1,5,4,away win SO,Prudential Center,l,-2
229,230,20102011,R,2010-11-13,22,1,3,4,home win OT,Prudential Center,w,1
252,253,20102011,R,2010-11-16,1,6,0,3,home win REG,TD Garden,l,-1
268,269,20102011,R,2010-11-19,1,10,1,3,home win REG,Air Canada Centre,l,-2
284,285,20102011,R,2010-11-21,1,19,2,3,home win REG,Scottrade Center,l,-3
297,298,20102011,R,2010-11-23,15,1,0,5,home win REG,Prudential Center,w,1
317,318,20102011,R,2010-11-25,20,1,1,2,home win SO,Prudential Center,w,2
326,327,20102011,R,2010-11-26,1,2,0,2,home win REG,Nassau Coliseum,l,-1
329,330,20102011,R,2010-11-27,4,1,1,2,home win SO,Prudential Center,w,1
369,370,20102011,R,2010-12-03,8,1,5,1,away win REG,Prudential Center,l,-1
372,373,20102011,R,2010-12-04,1,4,3,5,home win REG,Wells Fargo Center,l,-2
395,396,20102011,R,2010-12-07,1,5,1,2,home win REG,CONSOL Energy Center,l,-3
421,422,20102011,R,2010-12-11,1,9,2,3,home win REG,Scotiabank Place,l,-4
429,430,20102011,R,2010-12-12,17,1,4,1,away win REG,Prudential Center,l,-5
453,454,20102011,R,2010-12-16,27,1,0,3,home win REG,Prudential Center,w,1
471,472,20102011,R,2010-12-18,18,1,3,1,away win REG,Prudential Center,l,-1
478,479,20102011,R,2010-12-19,1,11,1,7,home win REG,Philips Arena,l,-2
499,500,20102011,R,2010-12-22,1,15,1,5,home win REG,Verizon Center,l,-3
513,514,20102011,R,2010-12-24,2,1,5,1,away win REG,Prudential Center,l,-4
524,525,20102011,R,2010-12-27,10,1,4,1,away win REG,Prudential Center,l,-5
548,549,20102011,R,2010-12-30,3,1,3,1,away win REG,Prudential Center,l,-6
