,game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,outcome,venue,win_loss,streak
2044,2045,20112012,R,2012-01-25,52,3,0,3,home win REG,Madison Square Garden,w,2
2054,2055,20112012,R,2012-02-01,3,1,3,4,home win SO,Prudential Center,l,-1
2068,2069,20112012,R,2012-02-02,3,7,1,0,away win SO,First Niagara Center,w,1
2095,2096,20112012,R,2012-02-05,4,3,2,5,home win REG,Madison Square Garden,w,2
2113,2114,20112012,R,2012-02-08,1,3,1,0,away win REG,Madison Square Garden,l,-1
2123,2124,20112012,R,2012-02-10,14,3,3,4,home win OT,Madison Square Garden,w,1
2138,2139,20112012,R,2012-02-11,3,4,5,2,away win REG,Wells Fargo Center,w,2
2139,2140,20112012,R,2012-02-12,15,3,2,3,home win REG,Madison Square Garden,w,3
2156,2157,20112012,R,2012-02-15,3,6,3,0,away win REG,TD Garden,w,4
2174,2175,20112012,R,2012-02-17,16,3,4,2,away win REG,Madison Square Garden,l,-1
2198,2199,20112012,R,2012-02-20,29,3,2,3,home win OT,Madison Square Garden,w,1
2205,2206,20112012,R,2012-02-22,3,5,0,2,home win REG,CONSOL Energy Center,l,-1
2232,2233,20112012,R,2012-02-25,3,2,3,4,home win SO,Nassau Coliseum,l,-2
2243,2244,20112012,R,2012-02-26,7,3,2,3,home win OT,Madison Square Garden,w,1
2250,2251,20112012,R,2012-02-28,1,3,0,2,home win REG,Madison Square Garden,w,2
2273,2274,20112012,R,2012-03-02,3,12,3,2,away win REG,RBC Center,w,3
2282,2283,20112012,R,2012-03-03,3,14,3,4,home win OT,Tampa Bay Times Forum,l,-1
2284,2285,20112012,R,2012-03-04,6,3,3,4,home win REG,Madison Square Garden,w,1
2313,2314,20112012,R,2012-03-07,3,1,1,4,home win REG,Prudential Center,l,-1
2326,2327,20112012,R,2012-03-09,3,9,1,4,home win REG,Scotiabank Place,l,-2
2328,2329,20112012,R,2012-03-10,3,16,3,4,home win REG,United Center,l,-3
2348,2349,20112012,R,2012-03-11,2,3,3,4,home win OT,Madison Square Garden,w,1
2359,2360,20112012,R,2012-03-13,12,3,2,4,home win REG,Madison Square Garden,w,2
2369,2370,20112012,R,2012-03-15,5,3,5,2,away win REG,Madison Square Garden,l,-1
2390,2391,20112012,R,2012-03-17,21,3,3,1,away win REG,Madison Square Garden,l,-2
2397,2398,20112012,R,2012-03-19,1,3,2,4,home win REG,Madison Square Garden,w,1
2411,2412,20112012,R,2012-03-21,17,3,1,2,home win OT,Madison Square Garden,w,2
2428,2429,20112012,R,2012-03-23,7,3,4,1,away win REG,Madison Square Garden,l,-1
2439,2440,20112012,R,2012-03-24,3,10,4,3,away win SO,Air Canada Centre,w,1
2466,2467,20112012,R,2012-03-28,3,30,3,2,away win REG,Xcel Energy Center,w,2
2467,2468,20112012,R,2012-03-28,3,52,4,2,away win REG,MTS Centre,w,3
2477,2478,20112012,R,2012-03-30,8,3,1,4,home win REG,Madison Square Garden,w,4
2497,2498,20112012,R,2012-04-01,6,3,2,1,away win REG,Madison Square Garden,l,-1
2511,2512,20112012,R,2012-04-03,3,4,5,3,away win REG,Wells Fargo Center,w,1
2519,2520,20112012,R,2012-04-05,3,5,2,5,home win REG,CONSOL Energy Center,l,-1
2538,2539,20112012,R,2012-04-07,15,3,4,1,away win REG,Madison Square Garden,l,-2
2635,2636,20122013,R,2013-01-19,16,26,5,2,away win REG,Staples Center,l,-1
2663,2664,20122013,R,2013-01-23,26,21,1,3,home win REG,Pepsi Center,l,-2
2676,2677,20122013,R,2013-01-25,26,22,1,2,home win OT,Rexall Place,l,-3
2699,2700,20122013,R,2013-01-27,26,27,4,2,away win REG,Jobing.com Arena,w,1
2709,2710,20122013,R,2013-01-29,23,26,2,3,home win SO,Staples Center,w,2
2730,2731,20122013,R,2013-02-01,18,26,2,1,away win SO,Staples Center,l,-1
2752,2753,20122013,R,2013-02-03,26,24,4,7,home win REG,Honda Center,l,-2
2763,2764,20122013,R,2013-02-06,26,29,4,2,away win REG,Nationwide Arena,w,1
2782,2783,20122013,R,2013-02-08,26,18,0,3,home win REG,Bridgestone Arena,l,-1
2795,2796,20122013,R,2013-02-10,26,17,2,3,home win REG,Joe Louis Arena,l,-2
2809,2810,20122013,R,2013-02-12,26,19,4,1,away win REG,Scottrade Center,w,1
2830,2831,20122013,R,2013-02-16,29,26,1,2,home win REG,Staples Center,w,2
2850,2851,20122013,R,2013-02-17,26,16,2,3,home win REG,United Center,l,-1
2864,2865,20122013,R,2013-02-20,26,22,3,1,away win REG,Rexall Place,w,1
2867,2868,20122013,R,2013-02-21,26,20,3,1,away win REG,Scotiabank Saddledome,w,2
2886,2887,20122013,R,2013-02-23,21,26,1,4,home win REG,Staples Center,w,3
2905,2906,20122013,R,2013-02-26,24,26,2,5,home win REG,Staples Center,w,4
2919,2920,20122013,R,2013-02-28,17,26,1,2,home win REG,Staples Center,w,5
2947,2948,20122013,R,2013-03-03,26,23,2,5,home win REG,Rogers Arena,l,-1
2955,2956,20122013,R,2013-03-05,18,26,1,5,home win REG,Staples Center,w,1
2964,2965,20122013,R,2013-03-06,19,26,4,6,home win REG,Staples Center,w,2
2975,2976,20122013,R,2013-03-08,25,26,5,2,away win REG,Staples Center,l,-1
2992,2993,20122013,R,2013-03-10,20,26,2,6,home win REG,Staples Center,w,1
3011,3012,20122013,R,2013-03-12,20,26,1,3,home win REG,Staples Center,w,2
3015,3016,20122013,R,2013-03-13,26,27,2,5,home win REG,Jobing.com Arena,l,-1
3034,3035,20122013,R,2013-03-15,26,28,3,4,home win REG,HP Pavilion at San Jose,l,-2
3047,3048,20122013,R,2013-03-17,28,26,2,5,home win REG,Staples Center,w,1
3057,3058,20122013,R,2013-03-19,27,26,0,4,home win REG,Staples Center,w,2
3070,3071,20122013,R,2013-03-20,27,26,2,3,home win REG,Staples Center,w,3
3084,3085,20122013,R,2013-03-22,25,26,2,0,away win REG,Staples Center,l,-1
3089,3090,20122013,R,2013-03-23,23,26,1,0,away win REG,Staples Center,l,-2
3115,3116,20122013,R,2013-03-26,26,16,5,4,away win REG,United Center,w,1
3132,3133,20122013,R,2013-03-29,26,19,4,2,away win REG,Scottrade Center,w,2
3147,3148,20122013,R,2013-03-31,26,30,3,4,home win SO,Xcel Energy Center,l,-1
3154,3155,20122013,R,2013-03-31,26,25,3,2,away win REG,American Airlines Center,w,1
3171,3172,20122013,R,2013-04-03,26,27,1,3,home win REG,Jobing.com Arena,l,-1
3181,3182,20122013,R,2013-04-05,30,26,0,3,home win REG,Staples Center,w,1
3197,3198,20122013,R,2013-04-06,22,26,1,4,home win REG,Staples Center,w,2
3211,3212,20122013,R,2013-04-08,26,24,3,4,home win SO,Honda Center,l,-1
3221,3222,20122013,R,2013-04-10,26,25,1,5,home win REG,American Airlines Center,l,-2
3236,3237,20122013,R,2013-04-12,21,26,2,3,home win SO,Staples Center,w,1
3252,3253,20122013,R,2013-04-14,24,26,1,2,home win REG,Staples Center,w,2
3271,3272,20122013,R,2013-04-17,26,28,2,3,home win SO,HP Pavilion at San Jose,l,-1
3284,3285,20122013,R,2013-04-19,29,26,1,2,home win REG,Staples Center,w,1
3305,3306,20122013,R,2013-04-22,25,26,3,4,home win OT,Staples Center,w,2
3318,3319,20122013,R,2013-04-24,26,17,1,3,home win REG,Joe Louis Arena,l,-1
3320,3321,20122013,R,2013-04-24,26,30,1,2,home win REG,Xcel Energy Center,l,-2
3352,3353,20122013,R,2013-04-28,28,26,2,3,home win REG,Staples Center,w,1
2636,2637,20122013,R,2013-01-19,9,52,4,1,away win REG,MTS Centre,l,-1
2653,2654,20122013,R,2013-01-21,52,6,1,2,home win SO,TD Garden,l,-2
2662,2663,20122013,R,2013-01-23,52,15,4,2,away win REG,Verizon Center,w,1
2687,2688,20122013,R,2013-01-26,5,52,2,4,home win REG,MTS Centre,w,2
2705,2706,20122013,R,2013-01-28,2,52,4,5,home win OT,MTS Centre,w,3
2713,2714,20122013,R,2013-01-30,52,8,3,4,home win REG,Centre Bell,l,-1
2729,2730,20122013,R,2013-02-01,52,13,3,6,home win REG,BB&T Center,l,-2
2740,2741,20122013,R,2013-02-02,52,14,3,8,home win REG,Tampa Bay Times Forum,l,-3
2765,2766,20122013,R,2013-02-06,13,52,2,3,home win OT,MTS Centre,w,1
2780,2781,20122013,R,2013-02-08,10,52,3,2,away win REG,MTS Centre,l,-1
2787,2788,20122013,R,2013-02-09,52,9,1,0,away win REG,Scotiabank Place,w,1
2820,2821,20122013,R,2013-02-13,4,52,3,2,away win REG,MTS Centre,l,-1
2836,2837,20122013,R,2013-02-16,5,52,3,1,away win REG,MTS Centre,l,-2
2849,2850,20122013,R,2013-02-17,6,52,3,2,away win REG,MTS Centre,l,-3
2862,2863,20122013,R,2013-02-20,52,7,2,1,away win REG,First Niagara Center,w,1
2877,2878,20122013,R,2013-02-22,52,12,4,3,away win REG,PNC Arena,w,2
2880,2881,20122013,R,2013-02-23,52,4,3,5,home win REG,Wells Fargo Center,l,-1
2888,2889,20122013,R,2013-02-24,52,1,4,2,away win REG,Prudential Center,w,1
2912,2913,20122013,R,2013-02-27,52,3,4,3,away win REG,Madison Square Garden,w,2
2922,2923,20122013,R,2013-03-01,1,52,1,3,home win REG,MTS Centre,w,3
2932,2933,20122013,R,2013-03-02,15,52,3,0,away win REG,MTS Centre,l,-1
2959,2960,20122013,R,2013-03-06,52,13,1,4,home win REG,BB&T Center,l,-2
2979,2980,20122013,R,2013-03-08,52,14,2,1,away win REG,Tampa Bay Times Forum,w,1
2989,2990,20122013,R,2013-03-09,52,13,3,2,away win OT,BB&T Center,w,2
3004,3005,20122013,R,2013-03-10,52,1,2,3,home win SO,Prudential Center,l,-1
3016,3017,20122013,R,2013-03-13,10,52,2,5,home win REG,MTS Centre,w,1
3029,3030,20122013,R,2013-03-15,3,52,1,3,home win REG,MTS Centre,w,2
3040,3041,20122013,R,2013-03-16,52,10,5,4,away win SO,Air Canada Centre,w,3
3050,3051,20122013,R,2013-03-17,52,9,1,4,home win REG,Scotiabank Place,l,-1
3069,3070,20122013,R,2013-03-20,6,52,1,3,home win REG,MTS Centre,w,1
3082,3083,20122013,R,2013-03-22,15,52,4,0,away win REG,MTS Centre,l,-1
3085,3086,20122013,R,2013-03-22,15,52,6,1,away win REG,MTS Centre,l,-2
3101,3102,20122013,R,2013-03-25,14,52,2,3,home win REG,MTS Centre,w,1
3117,3118,20122013,R,2013-03-26,52,12,4,1,away win REG,PNC Arena,w,2
3127,3128,20122013,R,2013-03-28,52,5,0,4,home win REG,CONSOL Energy Center,l,-1
3145,3146,20122013,R,2013-03-30,12,52,3,1,away win REG,MTS Centre,l,-2
3158,3159,20122013,R,2013-04-01,52,3,2,4,home win REG,Madison Square Garden,l,-3
3164,3165,20122013,R,2013-04-02,52,2,2,5,home win REG,Nassau Coliseum,l,-4
3176,3177,20122013,R,2013-04-04,52,8,1,4,home win REG,Centre Bell,l,-5
3199,3200,20122013,R,2013-04-06,4,52,1,4,home win REG,MTS Centre,w,1
3220,3221,20122013,R,2013-04-10,7,52,1,4,home win REG,MTS Centre,w,2
3239,3240,20122013,R,2013-04-12,13,52,2,7,home win REG,MTS Centre,w,3
3269,3270,20122013,R,2013-04-17,14,52,3,4,home win SO,MTS Centre,w,4
3286,3287,20122013,R,2013-04-19,12,52,3,4,home win OT,MTS Centre,w,5
3288,3289,20122013,R,2013-04-20,2,52,5,4,away win SO,MTS Centre,l,-1
3306,3307,20122013,R,2013-04-22,52,7,2,1,away win REG,First Niagara Center,w,1
3316,3317,20122013,R,2013-04-23,52,15,3,5,home win REG,Verizon Center,l,-1
3337,3338,20122013,R,2013-04-26,8,52,4,2,away win REG,MTS Centre,l,-2
2637,2638,20122013,R,2013-01-19,5,4,3,1,away win REG,Wells Fargo Center,l,-1
2643,2644,20122013,R,2013-01-20,4,7,2,5,home win REG,First Niagara Center,l,-2
2668,2669,20122013,R,2013-01-23,4,1,0,3,home win REG,Prudential Center,l,-3
2675,2676,20122013,R,2013-01-25,3,4,1,2,home win REG,Wells Fargo Center,w,1
2695,2696,20122013,R,2013-01-27,4,13,7,1,away win REG,BB&T Center,w,2
2701,2702,20122013,R,2013-01-27,4,14,1,5,home win REG,Tampa Bay Times Forum,l,-1
2715,2716,20122013,R,2013-01-30,4,3,1,2,home win REG,Madison Square Garden,l,-2
2744,2745,20122013,R,2013-02-02,4,15,2,3,home win REG,Verizon Center,l,-3
2754,2755,20122013,R,2013-02-03,12,4,3,5,home win REG,Wells Fargo Center,w,1
2769,2770,20122013,R,2013-02-06,14,4,1,2,home win REG,Wells Fargo Center,w,2
2784,2785,20122013,R,2013-02-08,13,4,3,2,away win SO,Wells Fargo Center,l,-1
2789,2790,20122013,R,2013-02-09,12,4,3,4,home win OT,Wells Fargo Center,w,1
2808,2809,20122013,R,2013-02-12,4,10,2,5,home win REG,Air Canada Centre,l,-1
2820,2821,20122013,R,2013-02-13,4,52,3,2,away win REG,MTS Centre,w,1
2837,2838,20122013,R,2013-02-16,4,1,3,5,home win REG,Prudential Center,l,-1
2848,2849,20122013,R,2013-02-17,4,8,1,4,home win REG,Centre Bell,l,-2
2854,2855,20122013,R,2013-02-18,4,2,7,0,away win REG,Nassau Coliseum,w,1
2868,2869,20122013,R,2013-02-21,4,5,6,5,away win REG,CONSOL Energy Center,w,2
2874,2875,20122013,R,2013-02-22,13,4,5,2,away win REG,Wells Fargo Center,l,-1
2880,2881,20122013,R,2013-02-23,52,4,3,5,home win REG,Wells Fargo Center,w,1
2907,2908,20122013,R,2013-02-26,10,4,4,2,away win REG,Wells Fargo Center,l,-1
2917,2918,20122013,R,2013-02-28,15,4,1,4,home win REG,Wells Fargo Center,w,1
2934,2935,20122013,R,2013-03-02,9,4,1,2,home win REG,Wells Fargo Center,w,2
2958,2959,20122013,R,2013-03-06,4,3,2,4,home win REG,Madison Square Garden,l,-1
2973,2974,20122013,R,2013-03-08,5,4,5,4,away win REG,Wells Fargo Center,l,-2
2986,2987,20122013,R,2013-03-09,4,6,0,3,home win REG,TD Garden,l,-3
3003,3004,20122013,R,2013-03-10,7,4,2,3,home win REG,Wells Fargo Center,w,1
3022,3023,20122013,R,2013-03-13,4,1,2,5,home win REG,Prudential Center,l,-1
3032,3033,20122013,R,2013-03-15,1,4,1,2,home win SO,Wells Fargo Center,w,1
3056,3057,20122013,R,2013-03-18,4,14,2,4,home win REG,Tampa Bay Times Forum,l,-1
3098,3099,20122013,R,2013-03-24,4,5,1,2,home win OT,CONSOL Energy Center,l,-2
3114,3115,20122013,R,2013-03-26,3,4,5,2,away win REG,Wells Fargo Center,l,-3
3129,3130,20122013,R,2013-03-28,2,4,4,3,away win SO,Wells Fargo Center,l,-4
3143,3144,20122013,R,2013-03-30,6,4,1,3,home win REG,Wells Fargo Center,w,1
3148,3149,20122013,R,2013-03-31,15,4,4,5,home win OT,Wells Fargo Center,w,2
3170,3171,20122013,R,2013-04-03,8,4,3,5,home win REG,Wells Fargo Center,w,3
3175,3176,20122013,R,2013-04-04,4,10,5,3,away win REG,Air Canada Centre,w,4
3199,3200,20122013,R,2013-04-06,4,52,1,4,home win REG,MTS Centre,l,-1
3213,3214,20122013,R,2013-04-09,4,2,1,4,home win REG,Nassau Coliseum,l,-2
3226,3227,20122013,R,2013-04-11,9,4,3,1,away win REG,Wells Fargo Center,l,-3
3242,3243,20122013,R,2013-04-13,4,7,0,1,home win REG,First Niagara Center,l,-4
3258,3259,20122013,R,2013-04-15,4,8,7,3,away win REG,Centre Bell,w,1
3260,3261,20122013,R,2013-04-16,3,4,2,4,home win REG,Wells Fargo Center,w,2
3277,3278,20122013,R,2013-04-18,1,4,3,0,away win REG,Wells Fargo Center,l,-1
3290,3291,20122013,R,2013-04-20,4,12,5,3,away win REG,PNC Arena,w,1
3312,3313,20122013,R,2013-04-23,6,4,2,5,home win REG,Wells Fargo Center,w,2
3331,3332,20122013,R,2013-04-25,2,4,1,2,home win REG,Wells Fargo Center,w,3
3345,3346,20122013,R,2013-04-27,4,9,2,1,away win REG,Scotiabank Place,w,4
2638,2639,20122013,R,2013-01-20,17,19,0,6,home win REG,Scottrade Center,w,1
2651,2652,20122013,R,2013-01-21,19,18,4,3,away win SO,Bridgestone Arena,w,2
2661,2662,20122013,R,2013-01-23,19,16,2,3,home win REG,United Center,l,-1
2683,2684,20122013,R,2013-01-25,18,19,0,3,home win REG,Scottrade Center,w,1
2702,2703,20122013,R,2013-01-27,19,25,4,3,away win REG,American Airlines Center,w,2
2703,2704,20122013,R,2013-01-28,30,19,4,5,home win OT,Scottrade Center,w,3
2732,2733,20122013,R,2013-02-01,19,29,4,1,away win REG,Nationwide Arena,w,4
2736,2737,20122013,R,2013-02-02,19,17,3,5,home win REG,Joe Louis Arena,l,-1
2768,2769,20122013,R,2013-02-06,18,19,6,1,away win REG,Scottrade Center,l,-2
2777,2778,20122013,R,2013-02-08,17,19,5,1,away win REG,Scottrade Center,l,-3
2800,2801,20122013,R,2013-02-10,24,19,6,5,away win SO,Scottrade Center,l,-4
2809,2810,20122013,R,2013-02-12,26,19,4,1,away win REG,Scottrade Center,l,-5
2821,2822,20122013,R,2013-02-14,19,17,4,3,away win OT,Joe Louis Arena,w,1
2832,2833,20122013,R,2013-02-16,19,20,5,2,away win REG,Scotiabank Saddledome,w,2
2853,2854,20122013,R,2013-02-18,19,23,4,3,away win SO,Rogers Arena,w,3
2860,2861,20122013,R,2013-02-20,28,19,2,1,away win REG,Scottrade Center,l,-1
2869,2870,20122013,R,2013-02-21,19,21,0,1,home win OT,Pepsi Center,l,-2
2892,2893,20122013,R,2013-02-24,29,19,1,2,home win REG,Scottrade Center,w,1
2928,2929,20122013,R,2013-03-01,16,19,3,0,away win REG,Scottrade Center,l,-1
2936,2937,20122013,R,2013-03-02,22,19,2,4,home win REG,Scottrade Center,w,1
2945,2946,20122013,R,2013-03-03,19,25,1,4,home win REG,American Airlines Center,l,-1
2964,2965,20122013,R,2013-03-06,19,26,4,6,home win REG,Staples Center,l,-2
2982,2983,20122013,R,2013-03-08,19,27,6,3,away win REG,Jobing.com Arena,w,1
2983,2984,20122013,R,2013-03-09,19,28,4,3,away win OT,HP Pavilion at San Jose,w,2
3006,3007,20122013,R,2013-03-11,19,24,2,4,home win REG,Honda Center,l,-1
3017,3018,20122013,R,2013-03-13,28,19,2,4,home win REG,Scottrade Center,w,1
3033,3034,20122013,R,2013-03-15,27,19,0,3,home win REG,Scottrade Center,w,2
3052,3053,20122013,R,2013-03-17,24,19,1,2,home win OT,Scottrade Center,w,3
3072,3073,20122013,R,2013-03-20,19,23,2,3,home win REG,Rogers Arena,l,-1
3097,3098,20122013,R,2013-03-24,19,22,3,0,away win REG,Rexall Place,w,1
3104,3105,20122013,R,2013-03-25,19,20,2,3,home win REG,Scotiabank Saddledome,l,-1
3118,3119,20122013,R,2013-03-27,22,19,3,0,away win REG,Scottrade Center,l,-2
3132,3133,20122013,R,2013-03-29,26,19,4,2,away win REG,Scottrade Center,l,-3
3163,3164,20122013,R,2013-04-02,19,30,4,1,away win REG,Xcel Energy Center,w,1
3187,3188,20122013,R,2013-04-05,19,16,4,3,away win SO,United Center,w,2
3196,3197,20122013,R,2013-04-06,29,19,1,3,home win REG,Scottrade Center,w,3
3206,3207,20122013,R,2013-04-07,19,17,1,0,away win REG,Joe Louis Arena,w,4
3223,3224,20122013,R,2013-04-10,19,18,1,0,away win REG,Bridgestone Arena,w,5
3235,3236,20122013,R,2013-04-12,19,29,1,4,home win REG,Nationwide Arena,l,-1
3238,3239,20122013,R,2013-04-12,19,30,2,0,away win REG,Xcel Energy Center,w,1
3250,3251,20122013,R,2013-04-14,16,19,2,0,away win REG,Scottrade Center,l,-1
3273,3274,20122013,R,2013-04-17,23,19,1,2,home win SO,Scottrade Center,w,1
3285,3286,20122013,R,2013-04-19,27,19,1,2,home win SO,Scottrade Center,w,2
3294,3295,20122013,R,2013-04-20,25,19,1,2,home win REG,Scottrade Center,w,3
3308,3309,20122013,R,2013-04-22,19,21,3,5,home win REG,Pepsi Center,l,-1
3323,3324,20122013,R,2013-04-24,21,19,1,3,home win REG,Scottrade Center,w,1
3333,3334,20122013,R,2013-04-26,20,19,1,4,home win REG,Scottrade Center,w,2
3351,3352,20122013,R,2013-04-28,16,19,1,3,home win REG,Scottrade Center,w,3
2639,2640,20122013,R,2013-01-20,29,18,3,2,away win SO,Bridgestone Arena,l,-1
2651,2652,20122013,R,2013-01-21,19,18,4,3,away win SO,Bridgestone Arena,l,-2
2669,2670,20122013,R,2013-01-23,18,30,3,1,away win REG,Xcel Energy Center,w,1
2683,2684,20122013,R,2013-01-25,18,19,0,3,home win REG,Scottrade Center,l,-1
2694,2695,20122013,R,2013-01-27,18,24,2,3,home win SO,Honda Center,l,-2
2711,2712,20122013,R,2013-01-29,18,27,0,4,home win REG,Jobing.com Arena,l,-3
2730,2731,20122013,R,2013-02-01,18,26,2,1,away win SO,Staples Center,w,1
2750,2751,20122013,R,2013-02-03,18,28,2,1,away win SO,HP Pavilion at San Jose,w,2
2768,2769,20122013,R,2013-02-06,18,19,6,1,away win REG,Scottrade Center,w,3
2782,2783,20122013,R,2013-02-08,26,18,0,3,home win REG,Bridgestone Arena,w,4
2799,2800,20122013,R,2013-02-10,18,30,1,2,home win OT,Xcel Energy Center,l,-1
2803,2804,20122013,R,2013-02-11,16,18,3,0,away win REG,Bridgestone Arena,l,-2
2817,2818,20122013,R,2013-02-13,28,18,0,1,home win OT,Bridgestone Arena,w,1
2825,2826,20122013,R,2013-02-15,27,18,0,3,home win REG,Bridgestone Arena,w,2
2847,2848,20122013,R,2013-02-17,24,18,3,2,away win SO,Bridgestone Arena,l,-1
2851,2852,20122013,R,2013-02-18,18,21,5,6,home win REG,Pepsi Center,l,-2
2859,2860,20122013,R,2013-02-20,17,18,3,4,home win OT,Bridgestone Arena,w,1
2883,2884,20122013,R,2013-02-23,23,18,1,0,away win REG,Bridgestone Arena,l,-1
2889,2890,20122013,R,2013-02-24,18,17,0,4,home win REG,Joe Louis Arena,l,-2
2904,2905,20122013,R,2013-02-26,25,18,4,5,home win OT,Bridgestone Arena,w,1
2918,2919,20122013,R,2013-02-28,18,24,1,5,home win REG,Honda Center,l,-1
2939,2940,20122013,R,2013-03-03,18,28,1,2,home win REG,HP Pavilion at San Jose,l,-2
2955,2956,20122013,R,2013-03-05,18,26,1,5,home win REG,Staples Center,l,-3
2985,2986,20122013,R,2013-03-09,22,18,0,6,home win REG,Bridgestone Arena,w,1
2997,2998,20122013,R,2013-03-10,30,18,2,1,away win SO,Bridgestone Arena,l,-1
3019,3020,20122013,R,2013-03-13,18,25,4,0,away win REG,American Airlines Center,w,1
3031,3032,20122013,R,2013-03-15,18,23,4,7,home win REG,Rogers Arena,l,-1
3042,3043,20122013,R,2013-03-16,18,20,3,6,home win REG,Scotiabank Saddledome,l,-2
3055,3056,20122013,R,2013-03-18,18,22,2,3,home win REG,Rexall Place,l,-3
3058,3059,20122013,R,2013-03-19,18,29,3,4,home win REG,Nationwide Arena,l,-4
3083,3084,20122013,R,2013-03-22,20,18,3,5,home win REG,Bridgestone Arena,w,1
3095,3096,20122013,R,2013-03-24,29,18,2,5,home win REG,Bridgestone Arena,w,2
3111,3112,20122013,R,2013-03-26,22,18,2,3,home win REG,Bridgestone Arena,w,3
3133,3134,20122013,R,2013-03-29,27,18,7,4,away win REG,Bridgestone Arena,l,-1
3141,3142,20122013,R,2013-03-30,18,21,0,1,home win OT,Pepsi Center,l,-2
3161,3162,20122013,R,2013-04-02,18,16,2,3,home win SO,United Center,l,-3
3172,3173,20122013,R,2013-04-03,21,18,1,3,home win REG,Bridgestone Arena,w,1
3182,3183,20122013,R,2013-04-05,29,18,3,1,away win REG,Bridgestone Arena,l,-1
3188,3189,20122013,R,2013-04-06,16,18,1,0,away win REG,Bridgestone Arena,l,-2
3203,3204,20122013,R,2013-04-07,18,16,3,5,home win REG,United Center,l,-3
3223,3224,20122013,R,2013-04-10,19,18,1,0,away win REG,Bridgestone Arena,l,-4
3246,3247,20122013,R,2013-04-13,25,18,5,2,away win REG,Bridgestone Arena,l,-5
3254,3255,20122013,R,2013-04-14,17,18,3,0,away win REG,Bridgestone Arena,l,-6
3262,3263,20122013,R,2013-04-16,23,18,5,2,away win REG,Bridgestone Arena,l,-7
3291,3292,20122013,R,2013-04-20,18,16,4,5,home win OT,United Center,l,-8
3319,3320,20122013,R,2013-04-24,20,18,3,4,home win REG,Bridgestone Arena,w,1
3329,3330,20122013,R,2013-04-25,18,17,2,5,home win REG,Joe Louis Arena,l,-1
3344,3345,20122013,R,2013-04-27,18,29,1,3,home win REG,Nationwide Arena,l,-2
2640,2641,20122013,R,2013-01-20,1,2,2,1,away win REG,Nassau Coliseum,l,-1
2654,2655,20122013,R,2013-01-21,14,2,3,4,home win REG,Nassau Coliseum,w,1
2678,2679,20122013,R,2013-01-25,2,10,7,4,away win REG,Air Canada Centre,w,2
2684,2685,20122013,R,2013-01-26,2,6,2,4,home win REG,TD Garden,l,-1
2705,2706,20122013,R,2013-01-28,2,52,4,5,home win OT,MTS Centre,l,-2
2719,2720,20122013,R,2013-01-30,2,5,4,1,away win REG,CONSOL Energy Center,w,1
2727,2728,20122013,R,2013-02-01,2,1,5,4,away win OT,Prudential Center,w,2
2745,2746,20122013,R,2013-02-03,1,2,3,0,away win REG,Nassau Coliseum,l,-1
2770,2771,20122013,R,2013-02-06,5,2,4,2,away win REG,Nassau Coliseum,l,-2
2781,2782,20122013,R,2013-02-08,2,3,1,4,home win REG,Madison Square Garden,l,-3
2793,2794,20122013,R,2013-02-10,7,2,3,2,away win REG,Nassau Coliseum,l,-4
2805,2806,20122013,R,2013-02-12,12,2,6,4,away win REG,Nassau Coliseum,l,-5
2824,2825,20122013,R,2013-02-15,2,3,4,3,away win SO,Madison Square Garden,w,1
2846,2847,20122013,R,2013-02-17,1,2,1,5,home win REG,Nassau Coliseum,w,2
2854,2855,20122013,R,2013-02-18,4,2,7,0,away win REG,Nassau Coliseum,l,-1
2865,2866,20122013,R,2013-02-20,2,9,1,3,home win REG,Scotiabank Place,l,-2
2878,2879,20122013,R,2013-02-22,2,8,4,3,away win OT,Centre Bell,w,1
2896,2897,20122013,R,2013-02-24,2,7,4,0,away win REG,First Niagara Center,w,2
2902,2903,20122013,R,2013-02-25,12,2,4,2,away win REG,Nassau Coliseum,l,-1
2914,2915,20122013,R,2013-02-27,6,2,4,1,away win REG,Nassau Coliseum,l,-2
2930,2931,20122013,R,2013-03-01,10,2,5,4,away win OT,Nassau Coliseum,l,-3
2943,2944,20122013,R,2013-03-03,9,2,2,3,home win SO,Nassau Coliseum,w,1
2966,2967,20122013,R,2013-03-06,8,2,3,6,home win REG,Nassau Coliseum,w,2
2981,2982,20122013,R,2013-03-08,3,2,2,1,away win OT,Nassau Coliseum,l,-1
2987,2988,20122013,R,2013-03-09,15,2,2,5,home win REG,Nassau Coliseum,w,1
2998,2999,20122013,R,2013-03-10,2,5,1,6,home win REG,CONSOL Energy Center,l,-1
3027,3028,20122013,R,2013-03-14,2,14,2,0,away win REG,Tampa Bay Times Forum,w,1
3043,3044,20122013,R,2013-03-16,2,13,4,3,away win REG,BB&T Center,w,2
3060,3061,20122013,R,2013-03-19,9,2,5,3,away win REG,Nassau Coliseum,l,-1
3078,3079,20122013,R,2013-03-21,8,2,5,2,away win REG,Nassau Coliseum,l,-2
3086,3087,20122013,R,2013-03-22,5,2,4,2,away win REG,Nassau Coliseum,l,-3
3099,3100,20122013,R,2013-03-24,13,2,0,3,home win REG,Nassau Coliseum,w,1
3108,3109,20122013,R,2013-03-26,2,15,3,2,away win REG,Verizon Center,w,2
